#{"t_start": 1760363941.1958025, "env_id": "LunarLander-v3"}
r,l,t
22.683907,1000,1608.216036
172.476204,1000,1610.350392
275.301356,328,1610.57322
160.269859,986,1611.122504
125.308184,885,1611.514295
197.636718,663,1611.829015
-31.216392,1000,1613.331669
243.0821,423,1613.972483
-20.096421,1000,1615.494593
-23.821378,1000,1617.004997
239.249627,450,1617.662939
-1.691104,1000,1619.166909
279.440085,181,1619.43575
219.935999,461,1620.138337
14.452716,1000,1621.942297
242.682096,415,1622.852903
137.751089,976,1624.506242
230.158066,627,1625.481926
174.744106,722,1626.586784
-46.887343,1000,1628.172118
198.204716,582,1628.451417
154.77021,721,1628.789644
206.152493,495,1629.017769
279.960033,335,1629.1955
126.224382,943,1630.667914
162.732362,908,1632.027253
-48.61012,1000,1633.598452
-21.771849,1000,1635.742241
39.140798,1000,1637.257841
145.425364,873,1638.567433
5.529168,1000,1640.067752
214.761528,586,1640.934773
5.008285,1000,1642.393007
131.291687,758,1643.504796
143.271075,885,1644.830727
276.924456,265,1645.019223
155.899519,999,1645.482098
12.085606,1000,1646.038443
134.047178,949,1646.632182
207.152584,525,1646.95237
215.814331,567,1648.209977
215.242652,555,1649.077971
144.129179,961,1650.605995
226.871344,394,1651.18893
207.326225,598,1652.080279
-15.00324,1000,1653.629565
9.920392,1000,1655.148901
209.228678,738,1656.240202
-18.596147,1000,1657.81285
156.362354,746,1659.303309
5.216676,1000,1661.298357
216.90306,508,1662.094272
194.032327,787,1663.300135
-40.865857,1000,1663.972017
-2.751958,1000,1664.436056
204.842945,849,1664.819633
160.476975,787,1665.183216
15.515076,1000,1665.634397
227.27038,478,1666.388985
299.949301,278,1666.813782
184.310863,542,1667.674333
201.034905,637,1668.710421
61.696411,1000,1670.359019
277.083695,411,1671.177992
202.190547,584,1672.520331
-25.978697,1000,1674.321724
275.060891,198,1674.650479
187.663719,930,1676.12878
203.591309,765,1677.33003
-24.383006,1000,1678.879731
139.593426,840,1680.203458
266.849233,331,1680.726305
187.341184,480,1681.496219
97.668332,1000,1682.779743
75.688526,1000,1683.315236
145.421866,1000,1683.979803
295.497902,322,1684.182159
-12.205406,1000,1684.796518
40.471392,1000,1686.640092
205.806877,543,1687.499848
188.70292,601,1688.429936
-5.027599,1000,1689.982097
254.705275,352,1690.530527
136.494153,977,1692.042385
191.202729,661,1693.079483
196.328652,377,1693.674382
151.36115,866,1695.024629
163.959365,896,1696.738044
257.24842,553,1697.958514
185.296577,495,1698.769801
183.134063,794,1700.006741
218.643035,517,1700.807142
213.731104,456,1701.569595
251.569636,391,1701.762039
288.770478,271,1701.883996
226.980847,641,1702.167805
196.808276,813,1702.529005
214.52529,589,1703.433318
245.099952,386,1704.058059
160.166194,680,1705.108838
125.306763,933,1706.558519
212.143018,749,1707.737952
241.695076,384,1708.431973
242.209398,306,1709.09012
241.805496,446,1710.07142
174.089416,766,1711.406545
250.891716,447,1712.075281
176.270057,837,1713.378747
150.315395,793,1714.61499
170.015005,747,1715.775321
2.371614,1000,1717.305247
249.370655,332,1718.899928
16.453332,1000,1719.348214
239.178956,293,1719.51821
208.353711,579,1719.790426
180.729255,662,1720.100427
285.471052,356,1720.742368
62.50009,1000,1722.978758
34.196481,1000,1724.509033
165.360481,805,1725.75254
143.990529,925,1727.189176
21.65094,1000,1728.744743
-22.306732,1000,1730.299978
189.666033,604,1731.241204
196.156609,648,1732.265621
243.034801,359,1732.815807
272.735998,451,1733.801063
46.050239,1000,1735.85995
137.595745,856,1737.566689
8.257458,1000,1738.02759
12.650069,1000,1738.496966
225.495464,566,1738.754588
243.198912,581,1739.015473
12.891772,1000,1740.585429
180.749325,519,1741.389164
266.805254,347,1741.940555
146.346252,793,1743.166345
183.302207,774,1744.387844
292.769773,319,1744.899939
66.367799,1000,1746.895684
225.913349,414,1747.837137
248.443134,435,1748.525954
216.237985,528,1749.332643
291.735736,316,1749.870738
152.341003,861,1751.213946
-12.655763,1000,1752.765535
260.837831,419,1753.42248
-25.234564,1000,1754.98889
246.998147,442,1755.645893
-25.835264,1000,1756.116451
175.35623,659,1756.4181
152.507212,874,1756.824792
226.386789,575,1757.09225
184.274383,660,1758.306303
6.134329,1000,1760.454848
141.066419,984,1762.040144
30.390212,1000,1763.670775
218.482952,523,1764.479449
-23.473031,1000,1766.077288
199.755838,578,1767.004181
298.135278,247,1767.402957
283.467143,346,1767.958426
191.849839,260,1768.356049
223.552211,668,1769.399008
177.132678,744,1770.674646
217.43055,623,1772.014223
252.917186,359,1772.79966
175.660322,378,1773.388553
231.941638,597,1774.317279
22.833334,1000,1774.824512
210.459426,500,1775.06623
195.41674,488,1775.287419
144.889483,798,1775.656282
249.557932,453,1775.863025
263.097825,385,1776.483757
215.575172,794,1777.735603
143.18191,831,1779.039635
215.151281,402,1779.699883
165.840574,613,1780.665488
-35.193757,1000,1782.215796
-2.564044,1000,1784.189232
162.549966,880,1785.909064
93.215988,949,1787.416238
-67.158979,1000,1788.98737
261.957252,472,1789.747911
271.025785,462,1790.492576
44.734811,1000,1792.085975
27.367299,1000,1792.885029
-14.593163,1000,1793.332893
10.047814,1000,1793.809476
-41.392114,1000,1794.258711
-34.770278,1000,1794.71856
202.203906,689,1796.150758
-21.892499,1000,1798.249465
17.099225,1000,1799.854276
220.175614,511,1800.683761
201.742802,511,1801.499437
234.434394,419,1802.131249
114.919213,823,1803.406487
249.479659,431,1804.061446
173.813771,656,1805.084594
224.540268,487,1805.858572
215.00797,497,1806.661412
270.396895,371,1807.246612
236.290846,325,1807.82707
275.951178,418,1808.769545
245.073772,384,1809.627469
218.789507,488,1810.57687
188.430259,711,1812.448114
269.902398,413,1812.646206
253.095018,350,1812.824946
199.869744,552,1813.084524
-33.167025,1000,1813.54911
169.275113,637,1814.603451
232.663551,474,1815.354611
243.58528,378,1815.944634
230.284749,373,1816.51128
200.286065,412,1817.170431
153.587499,905,1818.631897
282.293919,301,1819.104791
176.049036,670,1820.181997
-10.262441,1000,1822.431524
197.559524,538,1823.307138
-10.747593,1000,1824.883636
193.637411,474,1825.626958
18.090783,1000,1827.217513
-14.530859,1000,1828.838027
211.665865,581,1829.801004
150.879294,855,1830.616248
125.059107,864,1831.009279
266.905529,466,1831.223478
245.732092,556,1831.476775
-22.668766,1000,1831.954139
261.50575,359,1832.586077
98.715089,994,1834.885405
243.119875,345,1835.488415
217.571336,624,1836.519649
293.860116,328,1837.071359
274.828928,356,1837.652897
199.615892,804,1838.9414
207.672997,611,1839.948522
264.157241,398,1840.584857
249.976149,430,1841.301421
258.017814,535,1842.182042
215.158324,501,1842.995093
258.398493,416,1843.681489
169.650008,663,1844.74666
196.998731,525,1845.854482
239.002586,392,1846.717901
-43.327806,1000,1848.599799
244.88384,506,1849.399407
-36.192446,1000,1850.227158
215.193067,531,1850.512781
34.985409,1000,1850.964486
-5.230004,1000,1851.421792
-1.095466,1000,1851.891572
193.256489,792,1853.191537
223.702153,582,1854.161822
215.501043,680,1855.296679
234.936776,379,1855.930142
212.904944,752,1857.181837
274.050439,265,1857.764297
220.943788,608,1859.147715
231.096015,565,1860.343733
226.662559,781,1861.624072
218.282991,650,1862.666436
237.805796,596,1863.639034
177.987307,896,1865.087119
299.419876,273,1865.536334
226.078994,619,1866.558473
30.810444,1000,1868.190719
203.729971,453,1868.923498
277.105429,318,1869.24701
264.423073,334,1869.413604
180.255277,562,1869.682777
117.975,1000,1870.289644
81.775343,1000,1870.937045
211.707201,502,1872.067279
191.480863,577,1873.098551
212.482296,847,1874.455318
187.041295,822,1875.768386
166.977902,752,1876.97473
231.030915,563,1877.884785
286.360716,331,1878.412283
-31.463547,1000,1879.992846
-15.520201,1000,1881.617249
262.015553,331,1882.157328
199.25,342,1882.831584
239.518531,513,1883.945547
160.936552,988,1885.8528
138.279569,757,1887.032781
228.555488,499,1887.834468
184.355024,683,1888.448622
249.388005,496,1888.669407
234.479792,462,1888.880813
224.875657,526,1889.116317
223.185393,479,1889.345135
236.060443,505,1890.169451
223.981441,416,1890.831366
220.506261,542,1891.695847
220.056611,688,1892.810548
206.372803,469,1893.581956
178.295608,713,1894.719664
26.639286,1000,1896.945749
-3.60507,1000,1898.658237
148.716446,707,1899.81848
197.423764,499,1900.650257
203.544211,578,1901.584166
220.12648,357,1902.157238
247.755617,486,1902.93985
272.636821,389,1903.577343
147.690592,899,1905.081654
218.590326,451,1905.831818
103.951426,1000,1906.810731
251.540592,432,1907.028944
97.695705,1000,1907.632282
245.290885,495,1907.9505
184.754224,676,1908.378832
214.425578,640,1909.865228
162.660032,868,1911.305042
276.675531,308,1911.803787
293.037776,520,1912.669214
218.845335,636,1913.735507
-14.424776,1000,1915.356749
213.737668,535,1916.233478
198.355781,616,1917.226133
232.063537,495,1918.03227
278.179395,340,1918.582937
172.231726,778,1919.877196
236.412579,336,1920.660699
207.194262,566,1921.952362
155.084262,699,1923.27537
229.20306,449,1924.021583
3.958602,1000,1925.623062
100.542382,1000,1926.447121
281.524864,322,1926.594224
89.303596,1000,1927.088053
232.652956,438,1927.294851
210.906377,355,1927.459381
237.868019,263,1927.894805
231.879055,570,1928.884988
255.034291,424,1929.581317
195.751782,667,1930.685926
218.464856,389,1931.352142
230.427211,670,1932.546559
211.631434,515,1934.090693
219.365173,751,1936.048395
203.038307,716,1937.61394
216.904823,866,1939.521328
185.847522,863,1941.354158
235.521626,342,1941.939839
155.381157,914,1943.469473
252.064558,468,1944.265322
156.518281,755,1945.689839
227.432881,691,1948.299461
248.156194,451,1948.52473
249.958668,397,1948.720915
228.748313,468,1948.953711
218.316541,487,1949.199507
257.637668,295,1949.720055
254.475247,451,1950.547815
199.669381,513,1951.473588
186.394615,816,1952.894317
295.312428,331,1953.45343
189.879773,555,1954.35472
211.539923,419,1955.049911
270.295736,378,1955.679683
253.224284,400,1956.337422
222.385128,447,1957.088343
256.696291,353,1957.697095
243.972587,424,1958.544527
229.650755,591,1959.958847
238.635522,426,1960.990269
285.29807,439,1961.738799
191.933539,511,1962.611948
239.517389,321,1963.155816
228.883709,344,1963.735572
254.263609,256,1964.163952
247.964293,326,1964.710113
247.679821,437,1965.425617
268.101959,292,1965.89823
258.126939,326,1966.47248
226.819741,456,1967.284526
208.869116,461,1967.501225
164.949387,777,1967.861502
211.08096,451,1968.080104
167.68492,524,1968.322635
246.016977,304,1968.829568
260.921669,447,1969.596844
247.034968,265,1970.03963
223.230999,450,1970.803288
211.568296,428,1971.800329
279.630464,442,1972.809204
242.179119,450,1973.775455
211.481487,453,1974.533288
216.567735,487,1975.346852
262.117396,314,1975.868488
232.94727,471,1976.679192
257.154635,341,1977.236301
248.397996,501,1978.086931
262.58042,579,1979.03195
272.800011,356,1979.639216
172.359745,668,1980.776551
250.852041,355,1981.351665
260.447995,472,1982.134954
233.497058,464,1982.910915
195.40543,663,1984.253349
254.788834,405,1985.197615
289.348055,282,1985.946634
247.733424,311,1986.486876
253.428648,312,1986.787829
171.332066,690,1987.113545
288.349254,227,1987.221706
215.655891,363,1987.387853
238.679401,280,1987.517752
288.345832,275,1987.99476
209.799585,546,1988.898266
302.041702,391,1989.568325
250.920458,402,1990.253242
218.836254,483,1991.08215
283.323427,303,1991.582347
232.951337,300,1992.058578
284.875161,262,1992.519103
297.212226,321,1993.041864
245.933462,624,1994.102784
189.918743,769,1995.373784
299.759138,198,1995.704672
269.448731,274,1996.214527
202.881539,515,1997.390284
246.847466,661,1998.823464
271.325167,413,1999.487563
225.416802,687,2000.640622
240.661356,370,2001.243302
291.541469,356,2001.85359
272.330168,575,2002.822841
209.022235,749,2004.080597
279.669724,223,2004.438255
218.449621,551,2005.224265
237.147505,388,2005.406802
228.349436,384,2005.592317
259.406405,330,2005.748367
210.329402,328,2005.914719
277.039402,424,2006.663065
230.104584,324,2007.238885
307.58268,300,2007.760813
259.774171,320,2008.316496
211.755516,347,2009.089289
306.182527,246,2009.663775
239.450361,385,2010.569992
283.875014,215,2011.089504
251.456842,370,2011.706726
259.434643,426,2012.409561
204.88358,464,2013.177347
254.125878,302,2013.681227
239.853775,407,2014.387157
257.549647,384,2015.02366
289.663882,348,2015.606762
213.825952,357,2016.179217
241.943677,376,2016.806186
220.793802,496,2017.66865
253.818329,378,2018.295789
219.922462,482,2019.102333
227.089681,347,2019.686466
276.448153,249,2020.08325
263.720959,372,2020.734258
240.703214,312,2021.335125
223.947253,430,2022.300832
252.202428,491,2023.482827
198.849004,408,2024.151097
247.450676,341,2024.366944
116.304301,1000,2024.867614
262.808315,337,2025.025644
152.265505,800,2025.400606
222.67779,320,2025.551946
273.515685,411,2026.245842
216.818274,428,2026.923503
199.391072,644,2027.98728
249.262074,425,2028.680645
277.872945,348,2029.275552
225.60064,586,2030.295274
185.796814,608,2031.308463
275.328568,206,2031.645054
196.338616,813,2032.986882
200.2667,584,2034.162783
271.718724,368,2034.99654
240.67003,416,2036.009658
256.76835,303,2036.502774
244.347041,721,2037.703416
222.287108,822,2039.025881
219.7518,331,2039.573153
269.499428,439,2040.285469
224.312904,448,2041.067805
269.211978,169,2041.348222
236.271107,352,2041.934284
231.031458,402,2042.60328
235.000194,450,2043.092758
127.860754,905,2043.520506
199.520206,380,2043.708999
225.963488,359,2043.872826
201.601324,573,2044.140228
240.131224,350,2044.733038
245.540261,460,2045.452974
270.270268,257,2045.88675
237.872881,758,2047.581395
203.455157,510,2048.705294
232.30978,457,2049.44077
303.455786,290,2049.925704
265.479802,327,2050.472992
252.745924,287,2050.984827
177.174679,346,2051.563532
179.344914,805,2052.860214
297.403513,317,2053.395583
298.752643,287,2053.863114
248.40206,417,2054.541596
272.128584,346,2055.114227
285.278003,329,2055.644189
117.041148,1000,2057.299005
276.894455,405,2057.956441
209.609512,582,2059.110489
244.200803,347,2059.878701
186.598027,567,2061.133942
278.688382,407,2061.798404
238.490405,319,2062.179394
155.939158,745,2062.528914
137.996253,910,2062.958143
271.00781,336,2063.111799
238.163583,383,2063.290821
192.917937,686,2064.453364
239.575934,494,2065.275905
239.344997,614,2066.313846
235.68485,567,2067.233741
260.179809,200,2067.542452
198.394139,522,2068.370754
268.042936,402,2069.023002
223.231675,500,2069.829169
230.313534,460,2070.577742
239.58417,389,2071.362246
256.283925,491,2072.45077
284.225448,342,2073.303496
167.720889,779,2074.634408
212.45718,508,2075.492844
253.997214,402,2076.169503
283.993797,487,2076.96025
228.517036,342,2077.527483
216.923147,499,2078.331332
215.362723,535,2079.179794
286.50692,317,2079.70345
227.183482,324,2080.229676
204.247992,368,2080.650732
144.730137,743,2081.001865
232.660173,465,2081.22651
239.596428,333,2081.397473
248.284655,467,2081.612605
224.768081,537,2082.510024
245.982411,410,2083.165043
268.953402,487,2084.192968
235.25012,426,2085.142234
225.074292,294,2085.863683
226.563096,328,2086.375018
231.008159,492,2087.185066
275.521833,336,2087.738345
242.766488,410,2088.391748
282.317355,301,2088.889271
24.725324,98,2089.043711
258.415507,342,2089.591146
281.474394,377,2090.217221
254.158567,621,2091.265534
225.280342,427,2091.975622
288.729762,295,2092.438003
272.108376,352,2093.014189
288.405519,312,2093.5113
244.462634,419,2094.220608
260.177339,340,2094.763886
257.208404,500,2095.570006
252.95361,317,2096.206519
254.576936,403,2097.108457
193.455172,455,2098.16975
233.860564,469,2099.0015
19.007326,108,2099.189966
271.132462,330,2099.587627
268.360443,334,2099.747995
259.672576,269,2099.870912
-0.699846,1000,2100.336532
285.181835,251,2100.45172
259.883727,347,2101.008724
286.889124,297,2101.513168
268.570042,387,2102.117743
208.806569,726,2103.269354
281.902451,404,2103.928876
273.344958,397,2104.568229
109.874793,1000,2106.196571
301.772753,225,2106.567864
246.016041,356,2107.142632
179.958109,768,2108.441032
240.327522,256,2109.017154
231.196791,408,2109.915018
231.372923,357,2110.810529
234.235477,438,2111.548111
267.072471,257,2111.965884
281.143112,368,2112.550879
273.317215,445,2113.245048
245.604531,295,2113.731771
230.753887,364,2114.323338
289.880166,329,2114.84926
286.662341,328,2115.379779
280.564132,351,2115.950936
283.31284,240,2116.326902
260.200478,312,2116.821203
23.938248,92,2116.981438
97.475115,1000,2117.865811
239.764301,307,2118.019062
223.924131,471,2118.238357
262.844442,264,2118.359414
98.415199,1000,2118.840697
286.022208,331,2119.38657
307.290006,241,2119.756683
221.936936,625,2120.754025
258.660441,409,2121.639294
206.690376,528,2122.834932
190.817763,566,2123.941432
83.05236,1000,2125.528439
207.876239,659,2126.581367
104.201961,1000,2128.191453
218.738578,376,2128.811404
280.44622,321,2129.308576
214.281853,486,2130.094279
288.087653,457,2130.831907
255.988457,385,2131.438488
269.478118,351,2132.020568
205.247889,443,2132.751347
215.345601,429,2133.482045
32.647687,97,2133.751442
272.364071,394,2134.6538
263.045576,328,2135.41791
202.520857,543,2136.423607
-22.262483,1000,2136.929857
294.288896,267,2137.0676
298.951721,261,2137.187541
177.686024,612,2137.465123
254.844601,310,2137.614039
255.096869,451,2138.347792
218.779869,463,2139.106573
279.049489,349,2139.654208
263.361185,335,2140.195854
251.328769,307,2140.675172
48.748049,1000,2142.25629
267.934866,338,2142.787144
238.149377,341,2143.333386
295.94815,255,2143.737056
184.709127,566,2144.669517
197.824285,468,2145.429495
288.149284,225,2145.790251
243.180198,381,2146.642177
275.566058,274,2147.234184
247.382649,340,2148.046249
282.717998,259,2148.573884
263.734327,284,2149.029723
243.651016,271,2149.453669
258.705503,292,2149.928751
258.127015,212,2150.24875
249.750958,235,2150.632689
256.347925,250,2151.030232
275.059487,226,2151.385533
233.954068,407,2152.028391
259.108447,334,2152.540608
265.994877,293,2152.998959
243.27312,367,2153.558939
252.210639,303,2154.039437
178.425123,1000,2154.806494
114.940469,1000,2155.297296
155.604315,1000,2155.798406
114.646875,1000,2156.270481
84.110857,1000,2156.752549
239.594224,484,2157.555308
250.439969,294,2158.038966
244.15409,453,2158.946636
218.382944,518,2160.079002
261.617233,272,2160.726753
242.538584,413,2161.428393
279.429318,227,2161.783598
273.597437,266,2162.214731
254.641168,262,2162.631545
227.817964,413,2163.305225
223.26967,286,2163.770564
226.112303,308,2164.260957
251.119304,342,2164.800262
248.928639,304,2165.29268
283.535277,313,2165.775289
232.086226,410,2166.423831
231.042671,403,2167.058265
244.977385,313,2167.587435
272.351506,323,2168.123615
262.669338,320,2168.66134
273.090084,247,2169.042072
265.631275,377,2169.658017
255.050403,180,2169.943213
275.849774,259,2170.348116
259.947827,188,2170.667889
281.651413,369,2171.490913
284.49074,221,2171.97083
275.561015,197,2172.391383
276.771055,283,2173.070774
297.647836,203,2173.503626
284.785534,382,2174.103372
283.845898,232,2174.478773
229.771954,241,2174.608764
270.772399,312,2174.756888
295.147921,221,2174.857396
251.126318,189,2174.943166
276.125487,300,2175.445629
230.555192,304,2175.932353
59.394179,91,2176.072504
291.503275,309,2176.565465
18.061508,216,2176.913765
25.435358,152,2177.14222
272.751316,288,2177.58769
227.800263,224,2177.953183
232.460834,221,2178.290185
274.767289,184,2178.584687
281.939486,394,2179.240861
249.124887,264,2179.66829
218.651114,792,2180.994755
292.489465,260,2181.402717
240.720691,507,2182.233216
266.701037,372,2182.830253
279.382918,229,2183.207547
276.411682,910,2185.271836
266.661234,375,2186.054548
239.64486,313,2186.544658
242.264116,304,2187.028442
308.372946,258,2187.456231
250.141133,266,2187.879499
239.64158,422,2188.557829
282.149484,295,2189.018057
251.150068,307,2189.524978
213.772515,248,2189.919375
51.166561,1000,2191.567321
116.270864,1000,2192.400848
246.078732,338,2192.573272
218.070854,921,2193.021109
169.379681,1000,2193.525531
178.675847,1000,2194.013136
240.944857,322,2194.544679
268.261132,261,2194.962867
251.823298,234,2195.332003
258.87569,347,2195.959399
252.314952,452,2196.973843
268.916071,289,2197.620443
215.969541,321,2198.359
274.28159,305,2198.855283
227.683291,253,2199.259825
282.235115,201,2199.590478
267.368375,311,2200.08594
261.258736,303,2200.565565
251.475071,241,2200.947607
240.54345,218,2201.307304
250.774889,256,2201.721547
248.545915,295,2202.173019
299.781341,274,2202.613022
264.936127,178,2202.91419
234.631677,209,2203.241683
280.020219,327,2203.766776
255.887736,317,2204.278854
265.370752,261,2204.684227
284.765389,195,2205.007576
280.745033,289,2205.464641
267.587455,249,2205.863832
256.407399,408,2206.524599
274.681899,347,2207.077453
-2.490334,118,2207.267177
254.946074,260,2207.68575
283.380072,303,2208.168866
256.395028,398,2209.040691
270.633503,209,2209.482805
255.883287,258,2210.077503
282.819833,254,2210.701625
276.573338,500,2211.517416
291.149625,242,2211.690718
280.110593,227,2211.79658
120.681899,1000,2212.301479
276.036076,277,2212.427322
266.654912,296,2212.564381
271.519147,225,2212.943804
274.085893,216,2213.321824
264.078921,943,2214.906567
248.320261,282,2215.379286
282.358682,321,2215.904033
259.401369,295,2216.361374
235.356315,224,2216.723395
223.76018,298,2217.185773
258.117109,249,2217.592555
272.819049,249,2217.992995
269.626956,400,2218.649301
285.059884,270,2219.078326
277.092741,258,2219.506516
228.684107,455,2220.237118
249.221944,272,2220.692
244.153425,356,2221.483994
273.777679,165,2221.865312
287.643726,252,2222.402843
289.65101,193,2222.858073
285.264807,239,2223.357309
258.59101,244,2223.742662
271.078297,244,2224.13931
277.509863,287,2224.58901
293.887846,262,2224.998173
234.127192,221,2225.333056
286.149761,224,2225.695495
276.39994,250,2226.108969
294.055373,271,2226.542355
48.163684,118,2226.72554
278.659938,271,2227.174063
279.81698,231,2227.54782
273.537266,187,2227.837417
279.380323,276,2228.294312
285.072621,273,2228.730493
278.126925,337,2229.277293
243.508592,216,2229.59848
260.318642,178,2229.683239
213.457752,455,2229.892501
241.697897,220,2230.008741
302.512619,199,2230.103207
287.995573,178,2230.394878
289.717617,227,2230.765038
265.655839,272,2231.209074
271.882931,207,2231.55324
261.50957,224,2231.911553
237.489509,398,2232.556305
278.070364,364,2233.147439
249.750884,298,2233.79913
266.804877,206,2234.263866
292.74594,174,2234.633633
46.075352,93,2234.841027
222.159485,424,2235.805811
255.288618,286,2236.25867
279.625125,490,2237.026469
279.038331,299,2237.496432
231.150552,351,2238.043167
248.039065,256,2238.458422
315.455155,210,2238.790662
220.95391,351,2239.339231
237.374219,239,2239.731798
277.079728,228,2240.090246
250.135779,218,2240.457891
279.781826,219,2240.801919
299.5338,304,2241.280008
270.714364,338,2241.835733
294.757895,250,2242.240104
300.265898,214,2242.61125
292.760378,255,2243.019191
257.715183,623,2244.043313
237.003424,197,2244.361791
299.546516,225,2244.738231
298.623972,234,2245.100447
274.14679,411,2245.848705
291.448503,272,2246.459992
267.012318,189,2246.895969
29.589647,180,2247.279254
227.726672,382,2247.773523
167.06126,1000,2248.403416
131.776294,1000,2248.89537
267.538831,229,2248.998258
153.888768,1000,2249.476999
266.479714,247,2249.877327
263.875235,213,2250.23219
248.262407,197,2250.561239
257.318728,339,2251.110151
264.008062,256,2251.509487
63.765832,96,2251.658652
282.766546,267,2252.091694
243.092809,259,2252.499346
5.413738,118,2252.682651
277.553773,231,2253.058681
37.281615,95,2253.213003
236.590517,278,2253.672737
253.467597,248,2254.087567
252.815583,255,2254.50536
266.479555,322,2255.028044
305.563255,258,2255.447517
275.604609,269,2255.866929
238.882149,424,2256.557489
256.376056,192,2256.867034
301.540743,296,2257.352818
283.725747,208,2257.686562
272.962496,277,2258.111602
274.597976,341,2258.88634
63.813732,1000,2261.062595
249.734145,431,2261.807822
269.793905,195,2262.125746
213.287578,445,2262.867487
249.109205,197,2263.184992
-11.002118,470,2263.929495
286.511566,176,2264.207506
289.738905,404,2264.869677
296.369288,210,2265.215117
248.357837,331,2265.76848
253.93404,252,2266.15579
248.165157,370,2266.676054
191.248325,404,2266.865172
269.458505,189,2266.952118
273.607843,241,2267.062384
231.102587,425,2267.261914
296.269751,216,2267.617391
291.803084,292,2268.087626
255.135369,198,2268.398596
272.734684,305,2268.892131
304.679036,330,2269.425588
249.246908,262,2269.871867
257.74428,206,2270.214018
10.510599,1000,2272.284241
274.096529,339,2273.111824
262.667569,220,2273.51967
234.25138,245,2273.930822
246.578165,312,2274.442868
190.046476,764,2275.713842
202.179238,424,2276.408146
278.814252,268,2276.848521
246.753281,219,2277.213155
271.51815,297,2277.677721
254.667846,287,2278.131153
248.40736,367,2278.733512
253.003219,311,2279.23538
226.563555,747,2280.428694
279.532592,325,2280.949426
282.673701,295,2281.424064
301.493104,266,2281.852371
233.483578,488,2282.632397
244.88942,393,2283.262125
253.678048,233,2283.813389
280.58951,256,2284.36986
241.696818,390,2284.90782
274.690158,241,2285.075032
218.895529,422,2285.354998
187.059847,680,2285.812001
278.21618,308,2285.951805
264.127028,463,2286.70156
282.91755,213,2287.031043
300.958631,180,2287.324746
243.656103,347,2287.896234
297.637583,256,2288.294213
270.248063,315,2288.815339
233.304569,489,2289.582463
302.771318,284,2290.043984
218.819082,459,2290.77548
34.919308,90,2290.929992
268.53847,191,2291.234177
290.87762,254,2291.669982
297.720522,317,2292.190938
272.07615,325,2292.703039
189.139437,590,2293.654043
40.566919,99,2293.803915
235.773074,259,2294.214821
288.745307,297,2294.669332
257.072945,395,2295.30222
239.230645,252,2295.696719
260.366722,194,2296.11943
243.685977,402,2297.004715
206.458463,817,2298.718395
273.367159,311,2299.185695
273.152586,263,2299.613804
252.458131,428,2300.258811
223.670597,464,2300.985296
228.298419,482,2301.729845
212.935015,542,2302.564642
217.320446,505,2302.834198
229.300403,319,2302.983754
227.101941,475,2303.200686
289.86919,233,2303.307024
228.557911,639,2303.615845
201.781155,529,2304.431875
278.720013,391,2305.034206
137.377875,937,2306.47403
174.115939,741,2307.637533
194.320337,803,2309.160603
-0.915007,1000,2311.174005
286.574546,258,2311.569826
231.597353,592,2312.49196
176.264956,738,2313.633876
264.905595,318,2314.140225
112.682991,934,2315.584903
207.622228,798,2316.838163
247.809406,299,2317.308784
219.035109,607,2318.246153
295.905163,286,2318.684911
258.473849,362,2319.264698
295.191107,283,2319.712333
255.451334,261,2320.025542
37.993644,1000,2320.492434
272.808694,428,2320.693226
277.729515,312,2320.905295
221.729278,417,2321.169862
228.125268,410,2322.081933
203.805235,618,2323.424721
259.291322,490,2324.184659
211.462189,627,2325.167753
223.53974,661,2326.202638
214.5746,484,2326.95525
274.595096,293,2327.415957
215.664337,441,2328.11591
235.304209,472,2328.876724
258.515951,389,2329.476494
238.448537,446,2330.176183
277.402978,231,2330.548712
222.290346,438,2331.244144
298.803311,283,2331.718512
-37.652177,1000,2333.310405
312.392262,173,2333.709206
280.749247,333,2334.463141
241.908293,358,2335.295403
266.066456,277,2335.880436
308.71956,225,2336.244413
205.739105,761,2337.411044
234.390385,343,2338.488475
129.967226,708,2338.810811
261.171988,404,2338.99957
199.587269,572,2339.274961
304.294617,245,2339.390022
308.43153,278,2339.841962
234.172947,441,2340.529196
21.020049,102,2340.690031
262.782779,482,2341.455987
259.654634,478,2342.225997
244.476805,203,2342.54103
273.028614,218,2342.886023
236.001995,418,2343.575008
228.644977,381,2344.171984
197.082264,627,2345.162062
263.125303,397,2345.85844
271.04111,337,2346.617298
265.702232,270,2347.207867
233.264783,470,2348.30386
284.501897,328,2348.828772
271.824491,329,2349.348184
264.966679,335,2349.885381
205.545189,622,2350.869893
281.589932,280,2351.311737
286.294634,352,2351.894113
286.454877,243,2352.285542
233.319284,385,2352.899207
224.933277,248,2353.28675
176.764109,709,2354.446988
257.640036,352,2355.022302
235.888094,357,2355.587421
39.435527,1000,2356.650285
255.463224,339,2356.821137
17.202524,1000,2357.279129
223.922775,635,2357.569113
33.817407,1000,2358.049132
279.34773,345,2358.786306
290.020977,322,2359.473459
239.697799,353,2360.289675
241.837893,238,2360.775183
225.310664,336,2361.305564
270.02727,261,2361.705297
217.326435,421,2362.359772
230.410571,802,2363.617745
227.990527,366,2364.199636
32.879107,117,2364.381381
246.485694,233,2364.741818
257.367484,320,2365.259851
250.115127,437,2365.949838
